Companies,SectorCategory,HQ_Country,Countries_Filled,Backdate,Responded,German,Regions,Response.Sectors,Responded.To,Tags
Partner Communications,Information technology,IL,IL,2018-11-12,No,0,NA,"Technology, telecom & electronics",NGO accuses telecommunication companies of being complicit in the Israeli occupation,Security Issues & Conflict Zones
DEG (part of KfW)|KfW,Financial services,DE,CD,2018-11-12,Yes,1,NA,NA,Dem. Rep. Kongo: Konflikt um Landnutzung für DEG-Palmölprojekt verschärft sich; enthält Stellungnahme des Unternehmens,Land Rights|Right to Food
San Leon,Extractive,IE,MA,2018-11-13,No,0,NA,NA,Irish oil & gas co. San Leon Energy under OECD investigation for activities in Western Sahara,"Free, prior & informed consent|Land Rights"
Reverence Capital Partners|Russell Investments|TA Associates,Financial services,US,NI,2018-11-12,Yes,0,NA,Military/defence,NA,Complicity|Conflict & Peace|Freedom of Expression|Freedom of Movement|Intimidation|Killings|Protests|Security Issues & Conflict Zones
Samsung Electronics,Information technology,KR,MY,2018-11-19,Yes,0,NA,"Recruitment agencies|Technology, telecom & electronics",Malaysia: investigation finds recruitment fees charged to migrant workers in Samsung's supply chain,Forced Labour & Modern Slavery|Migrants & Immigrants|Supply Chains
Joannou & Paraskevaides (J&P),Heavy manufacturing,CY,OM|SA,2018-11-19,No,0,NA,NA,Cypriot construction firm allegedly failed to pay wages of thousands of employees in Saudi Arabia and Oman,Freedom of Movement|Personal Health|Wage Theft
OceanaGold,Extractive,AU,AU|PH,2018-11-20,Yes,0,NA,Mining,"Philippines: UN intervention in dispute with mining company deterred reprisals against defenders, says environmental activist; incl. co. response","Clean, Healthy & Sustainable Environment"
Meta (formerly Facebook),Information technology,US,US,2018-11-19,Yes,0,NA,Technology: Internet & social media,Facebook & Twitter allegedly taking insufficient action to stop spread of hate speech & misinformation through their platforms,Violence
X Corp. (formerly Twitter),Information technology,US,US,2018-11-19,Yes,0,NA,Technology: Internet & social media,Facebook & Twitter allegedly taking insufficient action to stop spread of hate speech & misinformation through their platforms,Violence
Gildan Activewear,Retail and consumer products,CA,HN,2018-11-20,Yes,0,NA,Clothing & textile,"Honduras: Gildan accused by NGOs and unions of violating workers' rights, company responds",Freedom of Association|Labour Rights|Living Wage
Pinfra,Heavy manufacturing,MX,MX,2018-11-16,Yes,0,NA,Construction|Road-building,México: Opositora a construcción del Nuevo Aeropuerto de la Ciudad de México recibe amenazas y ONG culpan a empresa Pinfra; la empresa responde,Land Rights
Gildan Activewear,Retail and consumer products,CA,HN|HT,2018-11-20,Yes,0,NA,NA,"Gildan acusado por ONG y sindicatos de violar los derechos de trabajadores en Honduras y Haití, la compañía responde",Freedom of Association|Labour Rights|Living Wage
Empresa Energía Honduras (EEH),Infrastructure and utilities,HN,HN,2018-11-21,Yes,0,NA,Energy,"Honduras: Detienen a periodista de Choluteca por una acusación de la Empresa de Energía Hondureña, la empresa responde",Protests
La Valley,Food and beverage,CD,CD,2018-11-12,Yes,0,NA,NA,Rép. dém. du Congo : Des villageois accusent La Valley qui produit de l'eau minérale de violer leurs droits fondamentaux ; l'entreprise répond,Cultural Rights|Land Rights
Glencore,Extractive,CH,CD,2018-11-26,No,0,NA,Mining,New reports highlight Glencore's alleged opaque deals and legal troubles in the Democratic Republic of Congo; the company declines to comment,Corruption
Vinci,Heavy manufacturing,FR,IN|NP|QA,2018-11-28,Yes,0,NA,Construction|Major Sporting Events,Construction firm Vinci faces new complaint filed in France over alleged abuse of migrant workers' rights in Qatar; co. responds,Adequate Living Standards|Company Grievance Mechanisms|FIFA World Cup|Forced Labour & Modern Slavery|Freedom of Movement|Housing|Living Wage|Migrants & Immigrants|Personal Health
Vinci,Heavy manufacturing,FR,FR|QA,2018-11-28,Yes,0,NA,Construction,Des ONG et anciens travailleurs migrants portent plainte contre Vinci en France par rapport aux conditions de travail sur les chantiers de la Coupe du monde au Qatar,Forced Labour & Modern Slavery|Lawsuits & regulatory action
TotalEnergies (formerly Total),Extractive,FR,GQ,2018-12-03,Yes,0,NA,"Oil, gas & coal",Equatorial Guinea: Oil cos. urged to denounce attack on human rights defender; Total & Clontarf Energy responded,Violence
ExxonMobil,Extractive,US,GQ,2018-12-03,No,0,NA,"Oil, gas & coal",Equatorial Guinea: Oil cos. urged to denounce attack on human rights defender; Total & Clontarf Energy responded,Violence
Kosmos Energy,Extractive,US,GQ,2018-12-03,No,0,NA,"Oil, gas & coal",Equatorial Guinea: Oil cos. urged to denounce attack on human rights defender; Total & Clontarf Energy responded,Violence
Marathon Oil,Extractive,US,GQ,2018-12-03,No,0,NA,"Oil, gas & coal",Equatorial Guinea: Oil cos. urged to denounce attack on human rights defender; Total & Clontarf Energy responded,Violence
Ophir Energy,Extractive,GB,GQ,2018-12-03,No,0,NA,"Oil, gas & coal",Equatorial Guinea: Oil cos. urged to denounce attack on human rights defender; Total & Clontarf Energy responded,Human Rights Defenders|Violence
Clontarf Energy,Extractive,IE,GQ,2018-12-03,Yes,0,NA,"Oil, gas & coal",Equatorial Guinea: Oil cos. urged to denounce attack on human rights defender; Total & Clontarf Energy responded,Violence
Malawi Mangoes,Food and beverage,MW,MW,2018-12-03,Yes,0,NA,Agriculture & livestock,Mauritius allegedly being used by companies as tax haven to shift profits away from Africa; Malawi Mangoes denies allegations,Tax avoidance & evasion
Codelco,Extractive,CL,CL,2018-12-04,No,0,NA,Mining,Chile: Amenazas de muerte contra mujer dirigente sindical de Codelco genera protestas,Death threats|Gender Discrimination
Chevron,Extractive,US,GQ,2018-12-04,No,0,NA,"Oil, gas & coal",Equatorial Guinea: Oil cos. urged to denounce attack on human rights defender; Total & Clontarf Energy responded,Violence
ABB|Glencore|LafargeHolcim,Other,CH,CH|MA,2018-12-04,Yes,0,NA,"Cement|Diversified/Conglomerates|Energy|Mining|Oil, gas & coal|Renewable energy|Wind energy",NA,"Free, prior & informed consent|Just transition|Labour Rights"
BayernLB|Commerzbank|Deutsche Bank|DZ BANK|GLS Bank|Hypovereinsbank (HVB)|Landesbank Baden-Württemberg|Triodos Bank,Financial services,DE,AR|AU|BR|CA|CD|CL|CN|DE|GN|ID|MX|PE|PH|RU|US,2018-12-04,Yes,1,NA,"Finance & banking|Mining|Oil, gas & coal|Solar energy|Wind energy",NA,"Clean, Healthy & Sustainable Environment|Climate Crisis|Just transition|Supply Chains"
Gécamines,Extractive,CD,CD,2018-12-05,No,0,NA,Mining,DRC: Public finance watchdog has disclosed that $400 million could not be traced or accounted for within the state mining company's finances.,Corruption
Andrade Gutierrez|Cosan Group|Gerdau|JBS,Other,BR,BR,2018-12-04,Yes,0,NA,"Agriculture & livestock|Arms/Weapons|Technology, telecom & electronics",NA,"Clean, Healthy & Sustainable Environment|Complicity|Personal Health"
First Quantum Minerals,Extractive,CA,ZM,2018-12-10,No,0,NA,Mining,Zambia: NGO says First Quantum Minerals failed to adequately restore locals' livelihoods after resettlement to pave way for mining operations; company did not respond,"Economic, Social, and Cultural Rights"
Netsweeper,Information technology,CA,CA,2018-12-07,Yes,0,NA,NA,Citizen Lab alleges Netsweeper's software used to limit the freedom of expression & access to information of LGBTQ persons,Freedom of Expression
Kenya Commercial Bank,Financial services,KE,SS,2018-12-09,Yes,0,NA,Finance & banking,"Kenyan Banks allegedly ""facilitating large scale pillage of South Sudan""; includes KCB's response, Equity Bank & Stanbic did not respond",Complicity
Equity Bank (Equity Building Society),Financial services,KE,SS,2018-12-09,No,0,NA,Finance & banking,"Kenyan Banks allegedly ""facilitating large scale pillage of South Sudan""; includes KCB's response, Equity Bank & Stanbic did not respond",Complicity
Stanbic Bank,Financial services,NG,SS,2018-12-09,No,0,NA,Finance & banking,"Kenyan Banks allegedly ""facilitating large scale pillage of South Sudan""; includes KCB's response, Equity Bank & Stanbic did not respond",Complicity
Hasbro,Retail and consumer products,US,CN|DE,2018-12-13,Yes,1,NA,"Auditing, consulting & accounting|Retail|Toy",China: Major toy brands accused of sourcing from factories with poor working & living conditions,Labour Rights|Living Wage|Personal Health|Supply Chains
Ravensburger,Retail and consumer products,DE,CN|DE,2018-12-07,Yes,1,NA,"Auditing, consulting & accounting|Retail|Toy",China: Major toy brands accused of sourcing from factories with poor working & living conditions,Labour Rights|Living Wage|Personal Health|Supply Chains
Daimler AG,Heavy manufacturing,DE,Global,2018-12-14,Yes,1,Global,NA,"Neue Studie analysiert Rohstoff- & Energieverbrauch der dt. Automobilindustrie & Auswirkungen auf Klima, Umwelt & Menschenrechte","Free, prior & informed consent|Labour Rights"
Fyffes,Food and beverage,IE,HN,2018-12-15,Yes,0,NA,"Agriculture & livestock|Auditing, consulting & accounting",Honduras: Fair Trade USA decertifies Fyffes' melon producer Suragroh for non-compliance,Freedom of Association|Labour Rights|Personal Health|Supply Chains
Schleich,Retail and consumer products,DE,CN|DE,2018-12-17,No,1,NA,Retail|Toy,China: Major toy brands accused of sourcing from factories with poor working & living conditions,Freedom of Association|Labour Rights|Living Wage|Personal Health|Supply Chains
Simba Dickie Group,Retail and consumer products,DE,CN|DE,2018-12-18,No,1,NA,Retail|Toy,China: Major toy brands accused of sourcing from factories with poor working & living conditions,Freedom of Association|Labour Rights|Living Wage|Personal Health|Supply Chains
Fyffes,Food and beverage,IE,HN,2018-12-17,Yes,0,NA,Agriculture & livestock|Food & beverage,Honduras: Empresa de frutas Fyffes es descertificada por supuestas violaciones de derechos laborales,Certification|Labour Rights|Personal Health|Supply Chains
Bolloré,Other,FR,FR,2018-12-20,Yes,0,NA,NA,NA,Corporate Legal Accountability|Land Rights|Lawsuits & regulatory action
Honeywell Egypt,Food and beverage,EG,EG,2017-07-26,No,0,NA,Food & beverage,Egypt: 23 factory workers terminated after they accused Honeywell Egypt of producing food products that failed to comply with health standards,Corruption|Labour Rights|Personal Health
Meta (formerly Facebook),Information technology,US,US,2018-12-24,Yes,0,NA,NA,USA: Civil rights groups call on Facebook to stop use of its platform to spread hate & violence & to ensure greater accountability of leadership,"Racial, ethnicity, caste or origin discrimination"
Energía y Renovación S.A (Before Promoción y Desarrollo Hídricos PDHSA),Infrastructure and utilities,GT,GT,2019-01-02,Yes,0,NA,Hydropower & dam projects,Guatemala: Asesinan a dos integrantes de la resistencia en contra de una hidroeléctrica de Energía y Renovación,Indigenous Peoples|Killings|Security Issues & Conflict Zones
SSR Mining (formerly Silver Standard),Extractive,CA,AR,2018-12-20,Yes,0,NA,Mining,Argentina: Jujuy local communities at the Pirquitas mine allege impacts by SSR mining on their livelihoods,Indigenous Peoples
Pacific Plaza Towers Condominium,Other,PH,PH,2019-01-13,Yes,0,NA,Property development|Property management,Philippines: Workers on strike seek regularisation by Pacific Plaza Towers Condominium; company responds,Protests
Marks & Spencer,Retail and consumer products,GB,KH,2019-01-11,Yes,0,NA,Clothing & textile,Cambodia: Garment factories fire 1000+ workers after mass strikes over seniority payment,Labour Rights|Supply Chains
SSR Mining (formerly Silver Standard),Extractive,CA,AR,2019-01-07,Yes,0,NA,Mining,"Argentina: Organizaciones sociales opuestas a minera SSR en Chinchillas, Jujuy, alegan afectaciones sociales y ambientales",Access to Water
CoreCivic,Other,US,US,2019-01-13,Yes,0,NA,NA,USA: Investors file resolutions with companies at risk for human rights violations due to govt. contracts related to immigration,Labour Rights|Personal Health
Northrop Grumman,Other,US,US,2019-01-11,Yes,0,NA,NA,USA: Investors file resolutions with companies at risk for human rights violations due to govt. contracts related to immigration,Other Discrimination|Right to Privacy|Surveillance
GEO Group,Other,US,US,2019-01-14,No,0,NA,NA,USA: Investors file resolutions with companies at risk for human rights violations due to govt. contracts related to immigration,Personal Health
SunTrust Banks,Financial services,US,US,2019-01-14,No,0,NA,Finance & banking,USA: Investors file resolutions with companies at risk for human rights violations due to govt. contracts related to immigration,Other Discrimination
Curtain Bros,Heavy manufacturing,PG,AU|PG,2019-01-24,No,0,NA,NA,Australia: New report alleges Australian companies' involvement in human rights violations overseas,Displacement|Ownership of Property & Possessions
ASDA,Retail and consumer products,GB,KH,2019-01-20,Yes,0,NA,Clothing & textile,Cambodia: Report on brick industry reveals use of garment fabrics to fuel kilns; some companies commit to investigate and take action,"Clean, Healthy & Sustainable Environment|Climate Crisis|Personal Health"
Walmart,Retail and consumer products,US,KH,2019-01-20,Yes,0,NA,Clothing & textile,Cambodia: Report on brick industry reveals use of garment fabrics to fuel kilns; some companies commit to investigate and take action,"Clean, Healthy & Sustainable Environment|Climate Crisis|Personal Health"
